comment,is_trust
"ngon bổ rẻ, đèn sáng đủ 3 chế độ sáng thường, vàng ấm và siêu sáng. Riêng màu vàng ấm tối bật lên làm đèn ngủ luôn, siêu ấm cúng. Cảm ứng siêu nhạy chạm dô cái sáng chưa tới 3 giây. Thích hơn nữa là có chỗ đựng bút nho nhỏ xinh xinh. Túm lại với giá tiền như vậy mà đc như thế là OK lắm đó cả nhà. À quên ai làm youtuber quất luôn em này về làm đèn chiếu trước camera 😆",1
"Hài Lòng, Mình đã sử dụng khoảng 1 tháng rồi, giờ mới quay lại đánh giá... Sản phẩm cực kì tốt với giá tiền, với 3 màu sắc khác nhau giúp ta linh hoạt được trong việc học cũng như các việc khác. Thiết kế nhỉ gọn, xinh xắn, đáng yêu. Màu sắc sản phẩm trang nhã. Đèn khi đầy pin phát sáng được từ 3 đến 4 tiếng và đến giờ vẫn chưa có hiện tượng chay pin. Rất ưng ý và hài lòng.",1
"Không hài lòng, Sản phẩm lỗi, 1/3 màu đèn không đủ sáng mà chỉ lên lờ mờ ngay khi vừa nhận sản phẩm. Mong muốn đổi lại hoặc trả hàng mua sản phẩm khác vì chất lượng không như mong muốn",0
"Cực kì hài lòng, Mình mua 11.11, sale còn 143k, quá rẻ lun. Sữa tắm thơm, nhiều bọt, dùng 1 lượng ít hơn sản phẩm khác. Giao hành nhanh, 5 sao.",1
"Hàng cao cấp, Hàng cao cấp, thơm ngào ngạt luôn á, mua đc tặng xà bông + giá sale nữa, quá thích.",1
"Cực kì hài lòng, Đóng gói quá chuẩn,hàng thì ok. Anh giao hàng quá dễ thương. Cám ơn tiki",1
"Cực kì hài lòng, giao hàng cực nhanh, đóng gói đẹp, sản phẩm như mô tả",1
"Cực kì hài lòng, Giao hàng nhanh, shipper lại dễ thương nữa 😊😊",1
"Cực kì hài lòng, hàng đúng như hình. tặng nước hoa rất thơm",1
"Cực kì hài lòng, rất hài lòng. cảm ơn shop",1
"Cực kì hài lòng, giao hàng nhanh chuẩn like",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, lừa đảo. hàng ghi có 2 cục xà bông. đến khi giao hàng thì không có.",0
"Không hài lòng, Giao hàng quá lâu. HCM mà cả tuần mới nhận hàng.",0
"Cực kì hài lòng, im tốt có cở để mình cắt Theo í mh nữa tốt",1
"Cực kì hài lòng, Quá là êm ái bất ngờ, hơi cộm tí nhưng mê",1
"Cực kì hài lòng, dễ cắt và lót êm chân",1
"Cực kì hài lòng, ngon - xịn - mịn",1
"Cực kì hài lòng, san phẩm khá ok",1
"Cực kì hài lòng, k   ..",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, Hàng đẹp",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, Gói kỹ 3 lớp, không hôi dầu, khoảng 50% hạt còn nguyên chứ không nát vụn toàn bộ. Rất tốt, mọi người nên mua.",1
"Cực kì hài lòng, Sản phẩm rất ok. Mình sẽ tiếp tục mua nếu dùng hết",1
"Cực kì hài lòng, rất hài lòng. nên mua",1
"Cực kì hài lòng, sản phẩm ok",1
"Cực kì hài lòng, ngon. rất OK",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, Nho bi doi ko an dc thay bi moc rất ko hai Long Tiki phai lam sao tui ko chiều ban hang nhu vay phai xem sét",0
"Cực kì hài lòng, Hộp nhìn đơn giản. Dụng cụ đầy đủ nhưng chắc mình cũng dùng k hết các dụng cụ trong đó. Nói chung cũng ok.",1
"Cực kì hài lòng, Hài lòng về sản phẩm đã mua.
Sẽ tiếp tục ủng hộ tiki với những sản phẩm như đã đăng tin",1
"Hộp kim loại sang trọng, dụng cụ chắc chắn, Hộp kim loại đẹp, sang, dụng cụ êm, có điều cây hơi ngắn, nếu dài thêm chút nữa sẽ hoàn hảo",1
"Cực kì hài lòng, hàng OK, vận chuyển và đóng gói rất chắc chắn.",1
"Cực kì hài lòng, Sản phẩm đúng như thông tin.
Chất lượng đảm bảo, không bị gãy hay rỉ gì cả.
5*",1
"Cực kì hài lòng, Giao hàng nhanh, sản phẩm chất lượng tốt",1
"Cực kì hài lòng, dùng cũng oke đấy, nhưng mà có nhiều món quá nên không biết công dụng hết của từng món",1
"không biết hết công dụng, không biết hết công dụng của các sản phẩm nên chỉ dùng được mấy cái thôi",1
"Ok, Sản phẩm ổn chỉ có điều 1 vài cái chưa biết công dụng . Nói chung đáng mua",1
"Rất không hài lòng, k nên mua... mình muốn ủng hộ hàng việt nam nhưng mà mẫu mã thì ọp ẹp , cán bằng nhựa mất thẩm mĩ",0
"Rất không hài lòng, cây gắp ráy gắp không được, rất khó sử dụng. cây cũ của nhà mình sài ok hơn cây mới mua nữa.",0
"Không hài lòng, Sản phẩm ko như mong đợi dùng đồ tái chế!",0
"Rất không hài lòng, Quá tệ, dụng cụ làm rất ẩu, bén, dễ rách da",0
"Không hài lòng, sản phẩm không tốt lắm....",0
"Rất không hài lòng, mua một lần không có lần thứ hai",0
"Không hài lòng, bình thường!",0
"Không hài lòng, ",0
"Cực kì hài lòng, Đóng gói kỹ, khá chắc chắn, dễ lắp ráp dù hơi mất tý thời gian, hy vọng sử dụng lâu bền.",1
"Cực kì hài lòng, Tốt, đẹp nên mua.",1
"Cực kì hài lòng, Ok",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Rất không hài lòng, không sách hướng dẫn , không kèm con ốc vít nào hết và phụ kiện như đồ kéo học tủ, đồ treo dù như trong hình miêu tả . không biết lấy gì ráp chúng lại luôn thất vọng ....",0
"Không hài lòng, Tủ khá ngắn để bỏ giày nam , các mối nối còn bị lệch , bấp bênh . Có chi tiết dư không biết sử dụng vì ko có hdsd , khá thất vọng khi lắp xong",0
"Không hài lòng, gỗ ép chứ ko phải gỗ tự nhiên",0
"Cực kì hài lòng, Chọn mua ở đây là đúng đắn. Dạo 1 vòng thấy shop là rẻ nhất.  Đặt 13h ngày hôm trước, 9h sáng ngày hôm sau có hàng dù mình ở tỉnh. Mở ra là thấy thư cảm ơn là thấy thích rồi đó. Sau khi lắp xong thì độ hài lòng là 10/10. Lại còn miễn phí vận chuyển. Shop cố lên nhé",1
"Cực kì hài lòng, Hàng giao đúng mẫu đẹp chắc chắn,khi đặt tiki rất yêb tâm nhân viên giao hàng đem vào tận nhà mở sản phẩm kiểm tra đếm cây có bị thiếu ko nói chuyện rất dễ thương,vui vẻ chỉ có đặt tiki nhân viên giao hàng vậy thôi.Tôi đã mua hàng tiki suốt 5 năm nên rất tin tiki !!",1
"Tủ rất đẹp, Tủ giao lắp đặt rất dễ chỉ cần làm đúng khớp theo từng cây để mà vặn ốc. Và mình đã biết page Nội Thất Kiểu Hàn trước đó rồi nên khi thấy tiki có liên kết với shop này là book liền ko do dự bởi vậy rất hài lòng từ chất liệu gỗ đến linh kiện đi theo cũng rất đầy đủ, thậm chí là shop còn kèm dư ốc nữa :)",1
"Đẹp, chắc chắn, Không có hướng dẫn kèm theo nhưng vì đơn giản nên lắp vẫn được. Nếu lắp tầng trên bị bên ngắn bên dài tức là bạn phải đổi vị trí hai thanh dài chứ ko phải hàng bị lỗi nha. Mình tính mua của 1 shop khác mà thấy comment hàng lỗi vì lý do này nhiều nên mới đặt của Tiki Trading tới lúc lắp cũng bị tương tự nhưng bỏ 1 phút ra suy nghĩ sẽ thấy ngay cách giải quyết.",1
"Cực kì hài lòng, Mình thấy kệ khá xinh và chuẩn như hình
Tuy nhiên thì vặn đinh hơi khó vì lỗ khoan hơi nhỏ, mình phải nhờ người lớn vặn mới xong được. 
Mong shop khắc phục điều này ạ.",1
"Tốt, Đóng gói kĩ, kệ chắc chắn. Tuy nhiên khi treo móc lên kệ thì có vệt đen dính trên gỗ. Mình cứ tưởng màu gỗ tự nhiên là có đánh sơn vẹc ni rồi, nhưng hoá ra chỉ là gỗ thôi, ko có sơn thêm lớp nào hết trơn. Thiết nghĩ nên đề nghị shop",1
"Siêu thích sản phẩm, Dễ dàng lắp đặt, 

Nếu bạn là người yêu thich sự tối giản, sản phẩm này là sự lựa chọn tối ưu.

It is so convienient to use. If u love minimalism lifestyle, it will be the best choice you have.",1
"Xuất sắc, Thật sự sản phẩm rất đẹp luôn..phù hợp với người có lối sống tối giản như mình.. Cảm ơn shop đã làm ra một sản phẩm chất lượng như này.",1
"Chính thức trở thành Beyer, Rất thích nội thất lắp ráp của Beyours. Sản phẩm chất lượng, phong cách vintage rất dễ thương nhé. Yêu Beyours mất rồi nè.",1
"Giao hàng thiếu phụ kiện và hướng dẫn, Giao hàng nhanh nhưng thiếu phụ kiện, mình không biết lắp bằng gì và không có bộ hướng dẫn gì cả. Nhân viên CS hứa phản hồi nhưng chưa nhận được thông tin gì. Lần đầu mua hàng ở Tiki mà thất vọng quá. :)",0
"Rất không hài lòng, Sản phẩm giao có 2 kệ 2 kthuoc khác nhau, k thể lắp ráp đc.",0
"Không hài lòng, Gỗ ko dc sơn xịt lớp bảo vệ nên dễ dơ, treo móc lên thanh gỗ là đen liền",0
"Không hài lòng, Sản phẩm mình nhận được bị mốc khô 2 chỗ.",0
"Cực kì hài lòng, Vali nhẹ, này sắc đẹp và giao hàng nhanh, tuy nhiên vali mới mà có vết bẩn rồi? Tay kéo cũng không được mượt khi nhấn xuống, mình vẫn vote 5* so với giá sau giảm là 630k  là ok rồi và vẫn sẽ mua tiếp, mong rằng sản phẩm sau shop check giúp trc khi gửi nhé, thanks!",1
"Cực kì hài lòng, Màu rất tươi sáng, xinh hơn hình của tiki chụp. 
Vali rất nhẹ.
Do thiết kế 1 bên nên ko sợ lúc mở bị rơi đồ như vali nhựa. Ngoài ra sức chứa rất nhiều, hơn hẳn vali nhựa.
Mua được đợt sale Blackfriday nên được giá tốt",1
"Cực kì hài lòng, Sản phẩm đẹp, bánh xe di chuyển trơn, thực sự tốt trong tầm giá. Vali tầm trung mà hơi to. Người bán nên cho thông số cụ thể kích thước hơn nữa để người mua nắm đc . Sẽ ủng hộ shop lần sau.",1
"Cực kì hài lòng, Mình đặt size trung lại giao size S. nhưng thấy hàng cũng OK, chắc chắn, hàng cồng kềnh ko nhận cũng tội cho  a shipper  nên mình nhận luôn, Hy vong shop kiểm tra kỹ đơn trước khi giao cho khách",1
"Cực kì hài lòng, Miễn chê, đường kim mũi chỉ, chất liệu đều rất tỉ mỉ, bền chắc, ko hổ danh thương hiệu lớn. Năm nay covid cũng đem lại nhiều thứ lợi cho NTD",1
"Cực kì hài lòng, vali y như hình, mỗi tội mình tham mua 25inch là to so với nhu cầu. Các bạn nào đi hai người thì nên mua size 19 thôi.",1
"Cực kì hài lòng, Vali nhẹ, chắc chắn và màu sắc rất đẹp",1
"Cực kì hài lòng, Sản phẩm phải nói là chất lượng xuất sắc. Thật đáng đồng tiền",1
"Cực kì hài lòng, Sản phẩm tuyệt vời, rất đáng để mua",1
"Sản xuất kém quá, Sản xuất cây cầm dẹp cầm quá là mỏi tay k thể cọ kì j dc hét, tay có sữa tắm trơn lai gap cay trơn , ma dẹp nua khỏi kỳ con j lun,chán tốn tiền mà k xài dc mn hui cảm giác nay k? ma m thấy trên Tiki bán đầy loại này, nay la hàng trung quốc hay Việt Nam! J roi lam j cua Nhật???Nhat k sản xuất nhung sản phẩm ngu vay dau? mua onl 10l bị hớ hết cmn 6,7l roi?",0
"lông bàn chải cứng, lông bàn chải khá cứng, để chà tế bào chết từ đầu gối xuống bàn chân thì ok, còn chà tay hay lưng thì khá đau dù đã ngâm cọ trước khi sử dụng tầm 15 phút rồi.",0
"Cực kì hài lòng, quá đẹp, miếng dán chắc thật sự, khác những miếng dán cùng loại khác, dán phát dính chết luôn, sản phẩm đẹp, nguyên seal, cắm cây kem vào nhưng chưa xài nên chưa biết dùng sao. 10* cho chất lượng",1
"Cực kì hài lòng, đóng gói chắc chắn, hàng đẹp quá,miếng gián chắc chắn vừa đồng tiền bát gạo",1
"Cực kì hài lòng, sản phẩm đúng mẫu, xinh xắn, 2 ly mà có tận 6 chỗ bàn chải, chỗ bàn chải còn mở ra được. mình mua shopee mẫu 3 ly mà có mỗi 4 chỗ bàn chải, ko đủ để.",1
"Đẹp, giá phải chăng, Hàng đẹp như quảng cáo, đầy đủ phụ kiện đi cùng. Dễ sử dụng. Độ bên tạm thời chưa kết luận được.",1
"Cực kì hài lòng, Sản phẩm tiện dụng, chắc chắn, dính chắc trên tường, 1 thời gian cũng không bị bong gì.",1
"Cực kì hài lòng, Độ bền thì chưa dám nói nhưng ưng hình thức dã man
Sản phẩm y hình, đợt sale nên shop đóng gói và giao hàng cực nhanh ạ",1
"Cực kì hài lòng, rất tốt,đẹp. tuy kem đánh răng hơi khó gắn vô nhưng rất tiện. mua thêm 2 kệ để ở các phòng khác luôn.",1
"Cực kì hài lòng, Giao hàng rất nhanh, đóng gói đẹp. Dùng ok. Đã để 1 tuần vẫn còn chắc .",1
"Cực kì hài lòng, Sản phẩm chắc chắn, đẹp. Tuy nhiên mình đặt màu trắng xám thì shop lại giao màu trắng xanh.",1
"Rất không hài lòng, Đặt từ nhà cung cấp Smarthome 29, 1 lần mua và 1 lần đổi trả do đặt màu xám nhưng các lần giao cũng chỉ giao màu xanh?? Tiki đã thu hồi hàng, chưa thấy hoàn tiền. Làm ơn xem lại nhà cung cấp này, đừng để khách hàng có cảm giác đang bị lừa đảo!",0
"Rất không hài lòng, Nghi sao phí ship gần bằng tiền món đồ luôn, do gio đâu để ý nghi chung 30-40k tien ship giao hang tiêu chuẩn gi ma den 100 may tien ship lạy hồn.may sp khac giao hang tieu chuẩn cung 35k thoi.",0
"Không hài lòng, Mình mua 2 cái cùng màu xám trắng mà shop lại giao 1 xám trắng, 1 xanh trắng.
Lớp dán không vô khít được khe hở bên trong.
Không như mong đợi như loại 3 cốc mình mua của ecoco",0
"Không hài lòng, shop giao nhầm màu so với đơn hàng đc đặt. Minh sẽ liên hệ để đổi hàng",0
"Không hài lòng, Sản phẩm giao không có miếng dán, thì treo làm sao mong tiki phản hồi",0
"Rất không hài lòng, mua mới 2 tuần rớt luôn k dán được nản dễ sợ",0
"Không hài lòng, mua bộ này cùng 10 đinh treo tranh mà ko giao bộ đinh là sao",0
"Cực kì hài lòng, Đồng hồ đẹp...đúng mẫu như mô tả, đầy đủ hộp, thẻ bảo hành chính hãng, sách hướng dẫn toàn tiếng anh, pin, khăn lau...5 sao",1
"Cực kì hài lòng, sản phẩm tốt, phải chỉnh lại day ,",1
"Cực kì hài lòng, đồng hồ đúng mẫu quảng cáo, giao hàng nhanh, phục vụ rất tốt",1
"Cực kì hài lòng, shop thân thiện với khách hàng bán hàng có tâm giáo đúng mẫu đẹp chuẩn",1
"Cực kì hài lòng, giao hàng siêu nhanh, đóng gói rất kỹ, kèm hộp và túi đầy đủ",1
"Cực kì hài lòng, 5* cho shop mua hàng tiki chất lượng và rất uy tín",1
"Cực kì hài lòng, Chưa biết độ bền nhưng hiện nay là 5*",1
"Cực kì hài lòng, sản phẩm rất tốt bán hàng rất có tâm",1
"Cực kì hài lòng, mua xài đc 2 tuần. tạm thời khá ổn",1
"Rất không hài lòng, Quá chán, đồng hồ thay pin rồi vẫn khong chạy được. Sản phẩm đã thu hồi hơn 1 tuần rồi vẫn chưa thấy phản hồi gì.",0
"Cực kì hài lòng, Mình đã mua túi Lata trên tiki rồi ,rất ưng ý ,",1
"Cực kì hài lòng, Rất hài lòng, da đẹp, mịn, thích quá giờ đặt thêm 1 cái nữa.",1
"Giống mô tả, đẹp, Mình rất hài lòng về sp, chất đẹp, mịn, giá tốt. Cảm ơn Tiki!",1
"Cực kì hài lòng, Túi rất đẹp, đáng tiền",1
"Cực kì hài lòng, đẹp ❤❤❤❤😍😍😍",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Ổn so với tầm giá, bộ cờ bằng nhựa nhưng nước sơn khá tốt, chi tiết ổn. Quân cờ tuy nhẹ nhưng cầm chắc tay, không thấy rõ mối ghép khuôn nhựa trên quân cờ. Lực hít vừa phải
Viền bàn cờ khá mong manh, cần hạn chế rơi rớt
Quân ngựa trông hơi ngáo 1 tý :)",1
"Rất hài lòng, Quân cờ bóng bẩy, chế tác chi tiết tỉ mỉ, mặt bàn cờ bọc nhựa nên không lo dùng lâu mặt bị han ố, nói chung là rất đẹp. Nhược điểm là làm bằng nhựa nên cả bàn và quân đều nhẹ, cầm không chắc tay, nam châm hút hơi yếu nên quệt nhẹ tay vào quân cũng bị xê dịch đi.",1
"Hàng cực tốt, Từ tốt đến Vua đều rất đẹp, tỉ mỉ, nam châm chất lượng( không hút quá mạnh, vừa đủ tạo cảm giác đã đã kiểu vừa hút vừa không). Giao hàng nhanh, nhân viên nhiệt tình, giao cả Chủ Nhật.",1
"Tốt, chất lượng cao và giao hàng tốc độ bàn thờ., 10/10, từng quân cờ được làm rất tỉ mỉ, bàn cờ có nam châm nên có lật úp bàn cờ xuống, quân cờ cũng không đổ, tổng quan cực bền và trông bắt mắt, các bé trên trường mình chơi rất thích.",1
"Rất hài lòng, Bộ cờ rất tốt, các quân cờ tuy được làm bằng nhựa nhưng nước sơn cực kỳ tốt. Nam châm dính chắc, lật ngược bộ cờ vẫn không rơi, lúc di chuyển cờ thì chỉ cần nhấc nhẹ.",1
"Giao nhầm size, Tôi đặt mua 1 bộ size nhỏ và 1 bộ size trung bình. Cuối cùng giao 2 bộ size nhỏ. Đề nghị bên Tiki xem lại và nhanh chóng đổi hàng lại.",1
"Rất tuyệt vời, Hộp cờ đẹp, quân cờ đẹp, lực hút vừa đủ. Tiki giao hàng nhanh đóng gói tốt",1
"Rất tốt, Khung rất bền, cờ bóng đẹp và nhẹ , nam châm k dính chặt như những bộ cờ khác rất tiện di chuyển.",1
"Hài lòng, Size vừa nhỏ tiện lợi mang đi và cũng rất xinh xắn, nam châm hút ổn và bàn mở ra mở vào cũng tiện lợi, khớp ăn và bằng phẳng",1
"Rất không hài lòng, Mình đặt cỡ trung bình 32x32 mà giao cỡ nhỏ 25x25. Đổi như thế nào đây shop.",0
"Hộp cờ vua bị móp, Mình nhận được hàng rồi nhưng hộp bị móp tới bên trong bàn cờ",0
"Rất không hài lòng, Hộp bị bong tróc, móp méo",0
"Cực kì hài lòng, Bàn làm bằng gỗ vụn ép thôi nhưng khá giống ván gỗ thật. Bàn có vẽ hơi yếu nên lắp ráp nhớ cẩn thận. Lắp chính xác để không bị chênh.",1
"Cực kì hài lòng, ko biết do nhà mình k phẳng hay sao mà cứ chênh chênh ko chắc chắn hic . Mình ngồi viết mà bàn cứ runggggggg . Mình vặn kĩ r nha mn",1
"Cực kì hài lòng, khá ổn teong tầm giá",1
"Cực kì hài lòng, Giá tốt, bàn rộng.",1
"Cực kì hài lòng, Hình thức đẹp , chắc chắn",1
"Cực kì hài lòng, bàn rất đẹp",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Cực kì hài lòng, ",1
"Không hài lòng, Màu sắc khác hoàn toàn với trên hình đề nghị Tiki xem xét lại nhà cung cấp sản phẩm.",0
"Cực kì hài lòng, Cực kỳ hài lòng về sản phẩm cũng như cách chăm sóc khách hàng của shop
Mình mua 2 tấm luôn ấy. Nằm mát mịn, giá hợp lý, có máy lạnh hay không nằm cũng oke",1
"Đáng giá đồng tiền, Chất lượng tốt với giá tiền, mình dán lên bề mặt gạch ốp nhà tắm thấy ok, treo cả giỏ cây ko vấn đề gì. Có một số người chê chất lượng thì mình nghĩ là do dán lên bề mặt không phù hợp, gồ gề quá khó bám, hoặc vệ sinh bề mặt chưa tốt.
Cảm ơn shop",1
"Tốt, Dính chắc chắn, thẩm mỹ và rẻ. 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",1
"Cực kì hài lòng, mình máng cái cặp trống rỗng lên nó rớt ra luôn ko chắc gì hết nhưng vẫn cho tiki 5 sao .Tiki  nhớ lần sau cẩn thận hơn, mình vẫn luôn ủng hộ",1
"tốt so vs kỳ vọng, mình chưa có treo cái j quá nặng 10kg. nhưng chấm điểm hình thức của cái móc nè rất đẹp vì nó chìm. mình chỉ treo khăn vs chổi xẻng và dây điện. mình dán trên bề mặt gỗ.",1
"Cực kì hài lòng, giao hàng nhanh . đủ , sản phẩm tuy nhiên chỉ dính đc trên kim loại là chắc , còn gắn trên tường thì toàn bị rơi thôi, chị giao hàng vui tính",1
"Cực kì hài lòng, Sản phẩm dùng rất chắc. Hiện tại mình chưa thấy dấu hiệu bong, tróc. Mình chấm sản phẩm đạt điểm tuyệt đối.",1
"Cực kì hài lòng, Giao hàng sớm hơn dự kiến, nhân viên giao rất lễ phép. Các móc dán mới, đẹp, sạch, đủ số lượng. Chất lượng tốt.",1
"Sản phảm chất lượng, Dính tốt. Giao hàng nhanh. Sẽ ủng hộ lần sau.
Mọi người dùng chỉ nên dính vào cử kính hoặc tường đá hoa nha",1
"Cực kì hài lòng, có hơi không oki khi treo vật nặng tầm 4kg. còn nhẹ hơn thì khá ổn. sản phẩm có thẩm mỹ khá ca0.",1
"Sản phẩm không đúng như miêu tả, Mình vừa nhận sản phẩm đã phải viết ngay đánh giá này. Sản phẩm gói kỹ và đẹp nhưng không sử dụng được. Trên miếng móc treo hoàn toàn không có keo hay chất kết dính nào để đính lên bất kì bề mặt phẳng nào. 

Khuyến khích không nên mua.",0
"Không như quảng cáo, Sản phẩm quảng cáo dán tường chịu lực đến 10kg là không đúng.
Sản phẩm mình nhận không dán được lên tường bình thường mà phải dán lên tường có gạch thì nó mới tạm dính. 
Nó không chắc chắn, mình chỉ thử treo quần jean qua đêm là nó rơi xuống :( 
Chắc do tiền nào của đó.",0
"phí tiền và không nên mua, lúc mình chưa đặt thì mình đã tưởng là 1 bịt có 5 cái( theo đơn hàng của mình) nhưng khi nhận về thì 5 bịt 10 cái 🤦🏻‍♀️ cái này là tại mình ngu nhưng mình vẫn chấp nhận
      còn cái không hài lòng là mùa về không sử dụng được, mình đã sử dụng hết cách nhưng vẫn không dán dính lên tường được, mong TiKi hãy khắc phục 😡",0
